Open,High,Low,Close,Adjusted Closing Amount,Volume Traded (in Millions)
24.1875,24.4125,24.182501,24.245001,22.582468,9.517959999999999e-05
24.2925,24.424999,24.280001,24.355,22.684929,9.667000000000001e-05
24.352501,24.4175,24.209999,24.217501,22.556858,0.0001035688
24.3475,24.747499,24.33,24.6975,23.003944,0.000155676
24.73,24.825001,24.625,24.695,23.001612,0.000120548
24.674999,25.032499,24.65,24.9575,23.246113,0.0001459756
24.889999,25.0,24.834999,24.967501,23.25543,9.511960000000001e-05
25.0,25.115,24.934999,24.99,23.276384,0.000105104
24.9575,25.25,24.782499,24.8575,23.152969,0.000130808
24.815001,24.825001,24.577499,24.665001,22.973673,0.0001132548
24.5625,24.709999,24.23,24.334999,22.666298,0.0001615316
24.205,24.4925,24.105,24.1675,22.510286,0.0002249592
26.067499,26.0875,25.6875,25.737499,23.972631,0.00036937920000000004
25.7075,26.112499,25.705,26.084999,24.296299,0.00015947919999999998
26.047501,26.137501,25.92,26.0525,24.266026,0.0001109348
26.102501,26.5375,26.102501,26.512501,24.694487,0.00015267160000000002
26.512501,26.5175,26.0,26.120001,24.328899,0.00013526640000000002
26.202499,26.459999,26.192499,26.4475,24.633942,0.0001208104
26.395,26.5,26.32,26.467501,24.786119,0.0001096348
26.567499,26.9125,26.545,26.870001,25.16305,0.00016221360000000002
26.879999,27.092501,26.790001,27.092501,25.371418,0.0001121488
27.057501,27.235001,27.002501,27.202499,25.474424,0.00010526080000000001
27.1775,27.225,26.940001,27.0,25.284786,9.603400000000001e-05
27.129999,27.2325,26.9625,26.9825,25.268402,0.000109938
26.945,27.110001,26.945,27.045,25.326935,7.46416e-05
27.035,27.385,27.02,27.370001,25.631287,0.0001034728
27.407499,27.557501,27.3025,27.344999,25.60787,0.0001351776
27.275,27.342501,27.084999,27.305,25.570415,0.00010142400000000001
27.307501,27.4,27.254999,27.27,25.537638,8.79388e-05
27.192499,27.422501,27.09,27.34,25.603193,0.0001014724
27.215,27.275,26.9625,27.127501,25.404194,0.0001032808
27.147499,27.33,27.1325,27.2125,25.483791,8.50308e-05
27.1425,27.1875,26.92,27.0075,25.291819,9.47004e-05
26.8475,26.969999,26.67,26.8925,25.184118,0.0001003448
26.852501,26.987499,26.577499,26.735001,25.036625,0.00011106520000000001
26.655001,26.860001,26.5725,26.705,25.008532,9.98812e-05
26.450001,26.625,26.375,26.5,24.816557,9.94556e-05
26.415001,26.6425,26.41,26.525,24.839966,0.00011864960000000001
26.535,26.700001,26.405001,26.682501,24.987463,0.000106806
26.924999,27.0,26.705,26.932501,25.221579,0.00010721
26.975,27.075001,26.877501,26.924999,25.214552,0.0001075216
26.9575,27.190001,26.7675,27.09,25.369072,0.0001694572
26.8125,26.817499,26.309999,26.379999,24.70418,0.00021200800000000002
26.16,26.43,25.782499,25.782499,24.144636,0.000186228
25.6625,26.43,25.6325,26.360001,24.685444,0.0001811712
26.877501,27.1975,26.809999,26.987499,25.273083,0.0002487048
27.182501,28.2575,27.15,27.942499,26.167412,0.0004435548
28.465,28.932501,28.372499,28.8925,27.057068,0.0003599344
28.780001,29.032499,28.51,28.73,26.904894,0.0003195476
28.797501,29.045,28.3125,28.395,26.591169,0.000188092
28.262501,28.530001,28.127501,28.3925,26.588833,0.00013805719999999998
28.4625,28.497499,28.110001,28.387501,26.584146,0.0001440128
28.5875,28.735001,28.5,28.655001,26.834652,0.000124296
28.605,28.6975,27.887501,28.1775,26.387491,0.0002099248
27.91,28.3475,27.887501,28.219999,26.42729,0.0001194776
28.25,28.295,28.084999,28.272499,26.476454,9.842959999999999e-05
28.422501,28.66,28.3575,28.487499,26.677795,0.00011856440000000001
